item_a,item_b,semantic_sim,mid_affinity
2822,3030,0.04135558381676674,0.0
1249,1250,0.04038656875491142,0.3747771084308624
1248,1250,0.040271591395139694,0.2421952486038208
1248,1249,0.040271591395139694,0.2390040010213852
1726,3503,0.03976352885365486,0.008541397750377655
1608,2528,0.03905431553721428,0.0
1243,3379,0.03898397460579872,0.0030829033348709345
1082,1608,0.038878899067640305,0.0
1482,3436,0.03875274211168289,0.03629913181066513
2075,2076,0.0386991947889328,0.0
1072,1608,0.03864118084311485,0.0
429,2725,0.038615524768829346,0.0
1500,2225,0.03851278871297836,0.0
2225,3643,0.03839581832289696,0.0
2987,3428,0.03837379813194275,0.0
1500,3643,0.03835190832614899,0.0
263,2670,0.03824523463845253,0.0
3266,3564,0.038232866674661636,0.0
2638,2646,0.03817197307944298,0.0
2638,2639,0.03811771422624588,0.14257946610450745
3605,3606,0.03809178248047829,0.44298020005226135
1046,2553,0.03806176036596298,0.0
2639,2646,0.038036201149225235,0.0
1389,1608,0.03802698105573654,0.0
2852,3503,0.0380004346370697,0.0
635,3206,0.03797982633113861,0.06423138827085495
1822,2031,0.03796863928437233,0.0
181,182,0.037946123629808426,0.12230958044528961
2426,3072,0.03793654218316078,0.0
292,1854,0.03793427348136902,0.0
1726,2852,0.037907056510448456,0.046885233372449875
1305,1317,0.03782305493950844,0.0
2938,3018,0.03778397664427757,0.0
7,8,0.03775772452354431,0.27761310338974
2049,2082,0.037750475108623505,0.05192698910832405
1714,1896,0.037729352712631226,0.0509951151907444
70,1761,0.03770681098103523,0.00043837502016685903
1880,1942,0.03770364075899124,0.0
2018,3062,0.03769944980740547,0.0
1305,1358,0.037690985947847366,0.0
2848,3079,0.0376502126455307,0.08994635939598083
787,937,0.037638891488313675,0.0028625924605876207
2339,2907,0.03760339319705963,0.0
231,2257,0.037596698850393295,0.0
24,1896,0.03755413368344307,0.042899832129478455
24,3425,0.037537749856710434,0.0013158010551705956
1824,3005,0.037523165345191956,0.0
24,1714,0.037522491067647934,0.06262512505054474
3343,3642,0.03751232102513313,0.0
1896,3425,0.03750801086425781,0.0
1225,2785,0.03747652471065521,0.002267418662086129
395,2891,0.037463974207639694,0.0
1382,1788,0.037422750145196915,0.027153104543685913
1715,2605,0.03739531338214874,0.026975473389029503
1317,1358,0.03739432618021965,0.09371774643659592
330,2648,0.037363845854997635,0.0
56,836,0.03734036535024643,0.0
302,993,0.037337932735681534,0.0
1482,2964,0.03733158856630325,0.006900535896420479
163,3167,0.037322863936424255,0.0
302,1085,0.03730215132236481,0.048986051231622696
1082,2528,0.03723471611738205,0.0
68,1661,0.03723249211907387,0.09691658616065979
70,1995,0.037224218249320984,0.01688278093934059
2256,2257,0.037199247628450394,0.26429206132888794
1399,3041,0.03717290237545967,0.0
2964,3436,0.037172846496105194,0.0
1072,2528,0.03715992346405983,0.0
2676,3081,0.03715281933546066,0.0
282,483,0.03713316470384598,0.0
3541,3576,0.03713170811533928,0.025878602638840675
1072,1082,0.03713150694966316,0.0
3160,3161,0.037117715924978256,0.183314248919487
805,959,0.03711050748825073,0.02100193500518799
330,3337,0.03710290417075157,0.0
306,489,0.03709637373685837,0.0
1970,3315,0.0370945930480957,0.001489696092903614
1082,1389,0.03707405552268028,0.0
1663,1664,0.037047725170850754,0.37037035822868347
2648,3337,0.037033334374427795,0.0
636,1805,0.03702307865023613,0.0
993,1085,0.03701391443610191,0.0
1389,2528,0.036988355219364166,0.0
1890,2810,0.03698369488120079,0.0
2631,3266,0.036978937685489655,0.0
1714,3425,0.036969076842069626,0.0
558,838,0.036955080926418304,0.0
1761,1995,0.03694119304418564,0.021542798727750778
1747,2991,0.036930400878190994,0.0
1000,1078,0.036913275718688965,0.0
513,1626,0.03691083937883377,0.0
1706,2976,0.036905623972415924,0.0011577913537621498
121,3427,0.03690122067928314,0.0
287,2777,0.03687469661235809,0.0
852,3336,0.0368705652654171,0.0
838,1472,0.03678659722208977,0.0
47,2265,0.03677510470151901,0.0561126209795475
2644,2645,0.03676911070942879,0.06465066969394684
2838,2839,0.036761436611413956,0.07787549495697021
635,2931,0.03675566986203194,0.0
1068,2812,0.03672950714826584,0.0
2086,2087,0.036716707050800323,0.0
753,2459,0.0366995669901371,0.0
959,1499,0.036684490740299225,0.011861012317240238
2631,3564,0.0366772897541523,0.01549389399588108
3327,3328,0.03667699173092842,0.2652570903301239
1258,3322,0.03667384386062622,0.5376916527748108
825,1916,0.03665674105286598,0.11064638197422028
1715,2854,0.03665194287896156,0.0
645,3269,0.03664785623550415,0.0
558,1472,0.036635592579841614,0.050544049590826035
1758,3471,0.03663386031985283,0.0
2179,2352,0.03663133084774017,0.0
123,1354,0.036622870713472366,0.01496993750333786
1531,1544,0.03661613538861275,0.02378964051604271
207,2179,0.036614712327718735,0.0
207,2352,0.03659677878022194,0.0
416,798,0.0365932434797287,0.0
2067,3640,0.03659201040863991,0.0
805,1499,0.036569368094205856,0.01669894903898239
1559,2754,0.03656625747680664,0.1443874090909958
70,2349,0.036555930972099304,0.0
1761,2349,0.03655300661921501,0.0
2450,2451,0.03655199706554413,0.5978715419769287
1475,1476,0.03653445839881897,0.32823410630226135
1746,2880,0.03652961179614067,0.06015325337648392
1920,2002,0.03650255128741264,0.1569090634584427
2029,3269,0.03650126978754997,0.132124125957489
2280,3516,0.03649658337235451,0.16871914267539978
2931,3206,0.03647535294294357,0.0
850,2391,0.036461543291807175,0.0
2142,2143,0.03645825386047363,0.16399304568767548
645,2029,0.03643329069018364,0.0
777,1496,0.03643070161342621,0.0
2654,3366,0.0364200733602047,0.08540161699056625
2847,3623,0.03641768917441368,0.0
13,715,0.03641514107584953,0.029460137709975243
877,1318,0.036401115357875824,0.0
2838,2840,0.03639433532953262,0.07878933846950531
2163,2190,0.03639362007379532,0.1160709410905838
731,1981,0.036386050283908844,0.07879194617271423
1727,2853,0.036358874291181564,0.023538416251540184
395,2637,0.036354973912239075,0.0
1882,2625,0.03634721413254738,0.0
1472,3502,0.036346435546875,0.0
2202,2581,0.03634391725063324,0.23025548458099365
1566,1814,0.03632650151848793,0.0
746,1993,0.036318883299827576,0.0
1072,1389,0.036318618804216385,0.0
2410,2977,0.036318521946668625,0.03903335705399513
1779,2503,0.03631341829895973,0.0
558,3502,0.03631184995174408,0.0
874,1748,0.03631114587187767,0.0
381,2025,0.03630201518535614,0.0
1159,2202,0.03629898652434349,0.14117474853992462
2123,2495,0.036296047270298004,0.0
838,3502,0.03629196807742119,0.0
3092,3289,0.03627454489469528,0.0
76,3588,0.03627185523509979,0.13293668627738953
2847,3180,0.03625385835766792,0.05914701893925667
501,1333,0.036242954432964325,0.0
962,2435,0.036240413784980774,0.0
420,421,0.0362381637096405,0.07492909580469131
1602,1779,0.03623196855187416,0.0
1522,2676,0.03622819483280182,0.0
680,1644,0.03622635453939438,0.08959370851516724
2839,2840,0.036226194351911545,0.090877965092659
871,1892,0.036225441843271255,0.05300537124276161
1599,1965,0.03621919825673103,0.0
