item_a,item_b,semantic_sim,mid_affinity,reliability,rule,weak_threshold
7432,10569,0.03248966112732887,0.00010331038356525823,0.03160024203864843,semantic_near_mid_graph_weak,0.003773833275772631
5695,8383,0.03674229234457016,0.000594054814428091,0.030958535070357354,semantic_near_mid_graph_weak,0.003773833275772631
5518,9607,0.03224910795688629,0.00016245795995928347,0.030860831393950475,semantic_near_mid_graph_weak,0.003773833275772631
9265,11104,0.032317645847797394,0.00017252001271117479,0.030840251308867805,semantic_near_mid_graph_weak,0.003773833275772631
2243,6162,0.03330950066447258,0.0002930518239736557,0.030722897279515965,semantic_near_mid_graph_weak,0.003773833275772631
4475,11085,0.03271165490150452,0.0002299164334544912,0.030718735109411092,semantic_near_mid_graph_weak,0.003773833275772631
2260,8966,0.0327758826315403,0.0002372478338656947,0.030715376353404,semantic_near_mid_graph_weak,0.003773833275772631
6756,7786,0.0331440307199955,0.00027947715716436505,0.03068949740977758,semantic_near_mid_graph_weak,0.003773833275772631
362,8723,0.031654637306928635,0.000134030167828314,0.030530402068973287,semantic_near_mid_graph_weak,0.003773833275772631
2274,6543,0.03184643015265465,0.00020400603534653783,0.030124874513964332,semantic_near_mid_graph_weak,0.003773833275772631
8999,10166,0.03212609887123108,0.0002385887928539887,0.030095026858060165,semantic_near_mid_graph_weak,0.003773833275772631
1183,2517,0.034386418759822845,0.00048133666859939694,0.03000057470116387,semantic_near_mid_graph_weak,0.003773833275772631
11104,11240,0.031861357390880585,0.000224106406676583,0.02996929332897611,semantic_near_mid_graph_weak,0.003773833275772631
954,8225,0.03422077000141144,0.00047442151117138565,0.029918759755822578,semantic_near_mid_graph_weak,0.003773833275772631
10663,11227,0.03219681978225708,0.0002681219775695354,0.029909311468922464,semantic_near_mid_graph_weak,0.003773833275772631
732,11112,0.03205239400267601,0.0002561850706115365,0.029876530836287666,semantic_near_mid_graph_weak,0.003773833275772631
8868,10384,0.03296656534075737,0.0003563778009265661,0.029853403947098362,semantic_near_mid_graph_weak,0.003773833275772631
8999,11147,0.032446231693029404,0.0003047828795388341,0.02982580434424541,semantic_near_mid_graph_weak,0.003773833275772631
1162,8225,0.03384822979569435,0.0004534587496891618,0.029781071858197873,semantic_near_mid_graph_weak,0.003773833275772631
861,4514,0.03291985020041466,0.00037341713323257864,0.02966246303198761,semantic_near_mid_graph_weak,0.003773833275772631
8999,9695,0.03214055672287941,0.00029574529617093503,0.029621786609708305,semantic_near_mid_graph_weak,0.003773833275772631
734,4671,0.03286203369498253,0.0003722388355527073,0.02962062787161326,semantic_near_mid_graph_weak,0.003773833275772631
9202,10602,0.03298930078744888,0.00038718737778253853,0.029604667727803,semantic_near_mid_graph_weak,0.003773833275772631
4333,10663,0.03198521211743355,0.0002912459895014763,0.02951674992744734,semantic_near_mid_graph_weak,0.003773833275772631
2803,11205,0.031975358724594116,0.00029305944917723536,0.029492291686303834,semantic_near_mid_graph_weak,0.003773833275772631
8305,9951,0.03262155503034592,0.00036311024450697005,0.02948277810045058,semantic_near_mid_graph_weak,0.003773833275772631
5367,7390,0.03254527598619461,0.00035749448579736054,0.02946226837732355,semantic_near_mid_graph_weak,0.003773833275772631
8041,9977,0.03173401579260826,0.0002840422675944865,0.029345515520622537,semantic_near_mid_graph_weak,0.003773833275772631
10668,11216,0.03213778883218765,0.00033136727870441973,0.029315880483118093,semantic_near_mid_graph_weak,0.003773833275772631
7702,10848,0.03612122684717178,0.0007132006576284766,0.029294830220925484,semantic_near_mid_graph_weak,0.003773833275772631
8999,9010,0.03196725994348526,0.0003185795503668487,0.02926864700670398,semantic_near_mid_graph_weak,0.003773833275772631
1585,3476,0.03320020064711571,0.00044745547347702086,0.02926372269101262,semantic_near_mid_graph_weak,0.003773833275772631
2454,3506,0.03199997544288635,0.00032322603510692716,0.029259201161116955,semantic_near_mid_graph_weak,0.003773833275772631
507,9278,0.03244340419769287,0.00037938327295705676,0.029181870374932917,semantic_near_mid_graph_weak,0.003773833275772631
