item_a,item_b,semantic_sim,mid_affinity,reliability,rule,weak_threshold
44,91,0.03224807605147362,3.307598308310844e-05,0.03186883260825014,semantic_near_mid_graph_weak,0.0028125385870225728
3128,3182,0.03298667445778847,9.676629269961268e-05,0.03185175733682966,semantic_near_mid_graph_weak,0.0028125385870225728
657,930,0.03234480693936348,4.674823139794171e-05,0.03180719208625534,semantic_near_mid_graph_weak,0.0028125385870225728
2394,3128,0.0326741486787796,8.673741831444204e-05,0.03166649270737485,semantic_near_mid_graph_weak,0.0028125385870225728
1619,2193,0.032086990773677826,4.3422802264103666e-05,0.03159159950614307,semantic_near_mid_graph_weak,0.0028125385870225728
2393,2394,0.03264087438583374,9.142177441390231e-05,0.031579880354127586,semantic_near_mid_graph_weak,0.0028125385870225728
3351,3416,0.03353988006711006,0.00016972205776255578,0.031515922960044934,semantic_near_mid_graph_weak,0.0028125385870225728
117,2393,0.03262709081172943,0.00010279854177497327,0.03143456766794705,semantic_near_mid_graph_weak,0.0028125385870225728
1821,2763,0.031972456723451614,5.392612365540117e-05,0.031359433790080576,semantic_near_mid_graph_weak,0.0028125385870225728
2124,3117,0.03229449316859245,8.616127161076292e-05,0.03130516110741825,semantic_near_mid_graph_weak,0.0028125385870225728
35,2819,0.03290622681379318,0.0001416765444446355,0.0312486351536464,semantic_near_mid_graph_weak,0.0028125385870225728
2812,2917,0.0317218154668808,5.083110590931028e-05,0.031148506012897592,semantic_near_mid_graph_weak,0.0028125385870225728
2193,2282,0.03155684098601341,3.7372396036516875e-05,0.031137520602487874,semantic_near_mid_graph_weak,0.0028125385870225728
459,3117,0.03173699229955673,5.571315705310553e-05,0.031108318956358183,semantic_near_mid_graph_weak,0.0028125385870225728
280,3399,0.033516015857458115,0.00020407140254974365,0.03108416998146906,semantic_near_mid_graph_weak,0.0028125385870225728
2393,3129,0.03223148360848427,0.00010106081754202023,0.03107333413487511,semantic_near_mid_graph_weak,0.0028125385870225728
